citekey	venue	volume	coder	codername	sidx	words	chars	syllables	fkscore	code	suffixes	topic	icount	ucount
LiuLiDen22	ICSE	ICSE22	B	Lloyd	9	20	122	35	38.5	result		result	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	1	17	141	39	-4.5	background		background	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	2	15	118	39	-28.3	background		background	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	3	37	234	65	20.7	background		background	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	4	32	200	55	28.9	background		background	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	5	42	241	70	23.2	background		background	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	6	21	161	52	-24.0	background		background	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	7	17	123	36	10.4	gap		gap	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	8	16	125	38	-10.3	gap		gap	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	9	35	242	69	4.5	gap		gap	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	10	36	255	81	-20.1	objective		objective	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	11	8.0	56.0	17.5	5.5	a-method		method	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	11	8.0	56.0	17.5	5.5	a-result		result	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	12	23	146	40	36.4	design		design	0	0
CorPasBri22	TSE	TSE22	B	Lloyd	13	37	251	75	-2.2	method		method	0	0
KraHanHas22	IST	IST22	B	Lloyd	1	1	8	NA	NA	h-background		none	0	0
KraHanHas22	IST	IST22	B	Lloyd	2	16	133	37	-5.0	background		background	0	0
KraHanHas22	IST	IST22	B	Lloyd	3	19	134	41	5.0	gap		gap	0	0
KraHanHas22	IST	IST22	B	Lloyd	4	1	10	NA	NA	h-objective		none	0	0
KraHanHas22	IST	IST22	B	Lloyd	5	23	189	56	-22.5	objective		objective	0	0
KraHanHas22	IST	IST22	B	Lloyd	6	1	7	NA	NA	h-method		none	0	0
KraHanHas22	IST	IST22	B	Lloyd	7	15	108	32	11.1	design		design	0	0
KraHanHas22	IST	IST22	B	Lloyd	8	14	113	36	-24.9	design		design	0	0
KraHanHas22	IST	IST22	B	Lloyd	9	21	139	41	20.3	method		method	0	0
KraHanHas22	IST	IST22	B	Lloyd	10	1	8	NA	NA	h-result		none	0	0
KraHanHas22	IST	IST22	B	Lloyd	11	17	106	30	40.3	result		result	0	0
KraHanHas22	IST	IST22	B	Lloyd	12	16	129	41	-26.2	result		result	0	0
KraHanHas22	IST	IST22	B	Lloyd	13	21	126	34	48.5	fposs		Outlook	0	0
KraHanHas22	IST	IST22	B	Lloyd	14	1	12	NA	NA	h-conclusion		none	0	0
KraHanHas22	IST	IST22	B	Lloyd	15	12	108	33	-38.0	summary		summary	0	0
KraHanHas22	IST	IST22	B	Lloyd	16	14	111	35	-18.9	fneed		Outlook	0	0
KraHanHas22	IST	IST22	B	Lloyd	17	22	168	51	-11.6	summary		summary	0	0
NiXiaLo22	TOSEM	TOSEM22	B	Lloyd	1	35	263	77	-14.8	background		background	0	0
NiXiaLo22	TOSEM	TOSEM22	B	Lloyd	2	8	47	14	50.7	background		background	0	0
NiXiaLo22	TOSEM	TOSEM22	B	Lloyd	3	16	117	35	5.5	background		background	0	0
NiXiaLo22	TOSEM	TOSEM22	B	Lloyd	4	17	141	43	-24.4	background		background	0	0
NiXiaLo22	TOSEM	TOSEM22	B	Lloyd	5	20	166	50	-25.0	background		background	0	0
NiXiaLo22	TOSEM	TOSEM22	B	Lloyd	6	17	124	33	25.4	background		background	0	0
NiXiaLo22	TOSEM	TOSEM22	B	Lloyd	7	29	250	71	-29.7	gap		gap	0	0
NiXiaLo22	TOSEM	TOSEM22	B	Lloyd	8	22	140	39	34.5	method		method	0	0
NiXiaLo22	TOSEM	TOSEM22	B	Lloyd	9	13	88	28	11.4	background		background	0	0
NiXiaLo22	TOSEM	TOSEM22	B	Lloyd	10	64.5	483.0	136.0	-102.5	result	:i4	result	4	0
NiXiaLo22	TOSEM	TOSEM22	B	Lloyd	10	64.5	483.0	136.0	-102.5	method		method	0	0
CheJinZho22	IST	IST22	B	Lloyd	1	1	8	NA	NA	h-background		none	0	0
CheJinZho22	IST	IST22	B	Lloyd	2	14	109	30	11.3	background		background	0	0
CheJinZho22	IST	IST22	B	Lloyd	3	25	161	44	32.6	gap		gap	0	0
CheJinZho22	IST	IST22	B	Lloyd	4	9	61	16	47.3	gap		gap	0	0
CheJinZho22	IST	IST22	B	Lloyd	5	1	10	NA	NA	h-objective		none	0	0
CheJinZho22	IST	IST22	B	Lloyd	6	42	262	74	15.1	objective		objective	0	0
CheJinZho22	IST	IST22	B	Lloyd	7	1	7	NA	NA	h-method		none	0	0
CheJinZho22	IST	IST22	B	Lloyd	8	16	115	32	21.4	design		design	0	0
CheJinZho22	IST	IST22	B	Lloyd	9	8	69	19	-2.2	design		design	0	0
CheJinZho22	IST	IST22	B	Lloyd	10	17	113	32	30.3	design		design	0	0
CheJinZho22	IST	IST22	B	Lloyd	11	27	178	50	22.8	design		design	0	0
CheJinZho22	IST	IST22	B	Lloyd	12	1	7	NA	NA	h-result		none	0	0
CheJinZho22	IST	IST22	B	Lloyd	13	29.5	224.5	65.0	-39.5	result	:i4	result	4	0
CheJinZho22	IST	IST22	B	Lloyd	13	29.5	224.5	65.0	-39.5	method		method	0	0
CheJinZho22	IST	IST22	B	Lloyd	14	1	11	NA	NA	h-conclusion		none	0	0
CheJinZho22	IST	IST22	B	Lloyd	15	23	163	50	-0.4	conclusion		conclusion	0	0
GarDegJim22	EMSE	EMSE22	B	Lloyd	1	17	118	37	5.5	background		background	0	0
GarDegJim22	EMSE	EMSE22	B	Lloyd	2	12	85	26	11.4	background		background	0	0
GarDegJim22	EMSE	EMSE22	B	Lloyd	3	15	108	30	22.4	gap		gap	0	0
GarDegJim22	EMSE	EMSE22	B	Lloyd	4	25	164	51	8.9	gap		gap	0	0
GarDegJim22	EMSE	EMSE22	B	Lloyd	5	13	100	27	17.9	gap		gap	0	0
GarDegJim22	EMSE	EMSE22	B	Lloyd	6	25	182	46	25.8	objective		objective	0	0
GarDegJim22	EMSE	EMSE22	B	Lloyd	7	13	91	24	37.5	design		design	0	0
GarDegJim22	EMSE	EMSE22	B	Lloyd	8	22	138	39	34.5	design		design	0	0
GarDegJim22	EMSE	EMSE22	B	Lloyd	9	34	253	76	-16.8	method		method	0	0
GarDegJim22	EMSE	EMSE22	B	Lloyd	10	54	412	112	-23.4	result		result	0	0
BiaTon22	TOSEM	TOSEM22	B	Lloyd	1	29	190	54	19.9	background		background	0	0
BiaTon22	TOSEM	TOSEM22	B	Lloyd	2	23	164	43	25.3	background		background	0	0
BiaTon22	TOSEM	TOSEM22	B	Lloyd	3	31	183	56	22.5	gap		gap	0	0
BiaTon22	TOSEM	TOSEM22	B	Lloyd	4	11	66	18	57.2	objective		objective	0	0
BiaTon22	TOSEM	TOSEM22	B	Lloyd	5	30	198	61	4.4	design		design	0	0
BiaTon22	TOSEM	TOSEM22	B	Lloyd	6	23	159	45	18.0	design		design	0	0
BiaTon22	TOSEM	TOSEM22	B	Lloyd	7	40	238	69	20.3	design		design	0	0
WuSheChe22	IST	IST22	B	Lloyd	1	1	8	NA	NA	h-background		none	0	0
WuSheChe22	IST	IST22	B	Lloyd	2	16	133	39	-15.6	background		background	0	0
WuSheChe22	IST	IST22	B	Lloyd	3	15	88	22	67.5	background		background	0	0
WuSheChe22	IST	IST22	B	Lloyd	4	22	144	39	34.5	background		background	0	0
WuSheChe22	IST	IST22	B	Lloyd	5	39	270	74	6.7	gap		gap	0	0
WuSheChe22	IST	IST22	B	Lloyd	6	1	10	NA	NA	h-objective		none	0	0
WuSheChe22	IST	IST22	B	Lloyd	7	24	155	42	34.4	objective		objective	0	0
WuSheChe22	IST	IST22	B	Lloyd	8	1	8	NA	NA	h-method		none	0	0
WuSheChe22	IST	IST22	B	Lloyd	9	21	129	30	64.7	design		design	0	0
WuSheChe22	IST	IST22	B	Lloyd	10	21	139	39	28.4	design		design	0	0
WuSheChe22	IST	IST22	B	Lloyd	11	15	103	27	39.3	design		design	0	0
WuSheChe22	IST	IST22	B	Lloyd	12	19	120	30	54.0	design		design	0	0
WuSheChe22	IST	IST22	B	Lloyd	13	22	153	43	19.2	design		design	0	0
WuSheChe22	IST	IST22	B	Lloyd	14	12	85	23	32.5	design		design	0	0
WuSheChe22	IST	IST22	B	Lloyd	15	7	46	13	42.6	design		design	0	0
WuSheChe22	IST	IST22	B	Lloyd	16	20	134	33	46.9	design		design	0	0
WuSheChe22	IST	IST22	B	Lloyd	17	1	8	NA	NA	h-result		none	0	0
WuSheChe22	IST	IST22	B	Lloyd	18	13	86	26	24.4	method		method	0	0
WuSheChe22	IST	IST22	B	Lloyd	19	7	46	13	42.6	result		result	0	0
WuSheChe22	IST	IST22	B	Lloyd	20	22	129	34	53.8	result		result	0	0
WuSheChe22	IST	IST22	B	Lloyd	21	1	11	NA	NA	h-conclusion		none	0	0
WuSheChe22	IST	IST22	B	Lloyd	22	25	163	41	42.7	conclusion		conclusion	0	0
DasPhi22	IST	IST22	B	Lloyd	1	1	8	NA	NA	h-background		none	0	0
DasPhi22	IST	IST22	B	Lloyd	2	19	131	36	27.3	background		background	0	0
DasPhi22	IST	IST22	B	Lloyd	3	16	106	31	26.7	background		background	0	0
DasPhi22	IST	IST22	B	Lloyd	4	22	123	34	53.8	need		gap	0	0
DasPhi22	IST	IST22	B	Lloyd	5	1	10	NA	NA	h-objective		none	0	0
DasPhi22	IST	IST22	B	Lloyd	6	14	104	30	11.3	objective		objective	0	0
DasPhi22	IST	IST22	B	Lloyd	7	16	135	40	-20.9	objective	:u2	objective	0	2
DasPhi22	IST	IST22	B	Lloyd	8	1	7	NA	NA	h-method		none	0	0
DasPhi22	IST	IST22	B	Lloyd	9	7	50	18	-17.8	design		design	0	0
DasPhi22	IST	IST22	B	Lloyd	10	12	82	25	18.4	design		design	0	0
DasPhi22	IST	IST22	B	Lloyd	11	31	191	52	33.5	design		design	0	0
DasPhi22	IST	IST22	B	Lloyd	12	17	92	29	45.3	design		design	0	0
DasPhi22	IST	IST22	B	Lloyd	13	24	129	33	66.2	design		design	0	0
DasPhi22	IST	IST22	B	Lloyd	14	12	87	27	4.3	design		design	0	0
DasPhi22	IST	IST22	B	Lloyd	15	33	226	65	6.7	method		method	0	0
DasPhi22	IST	IST22	B	Lloyd	16	27	149	46	35.3	method		method	0	0
DasPhi22	IST	IST22	B	Lloyd	17	14	80	23	53.6	design		design	0	0
DasPhi22	IST	IST22	B	Lloyd	18	15	119	33	5.5	resourcepointer		_other	0	0
DasPhi22	IST	IST22	B	Lloyd	19	1	8	NA	NA	h-result		none	0	0
DasPhi22	IST	IST22	B	Lloyd	20	25.0	167.0	49.0	-9.7	method	:i1	method	1	0
DasPhi22	IST	IST22	B	Lloyd	20	25.0	167.0	49.0	-9.7	result		result	0	0
DasPhi22	IST	IST22	B	Lloyd	21	16.5	102.0	28.5	27.2	design		design	0	0
DasPhi22	IST	IST22	B	Lloyd	21	16.5	102.0	28.5	27.2	result		result	0	0
DasPhi22	IST	IST22	B	Lloyd	22	33	215	55	32.3	result		result	0	0
DasPhi22	IST	IST22	B	Lloyd	23	10	51	14	78.2	result		result	0	0
DasPhi22	IST	IST22	B	Lloyd	24	1	11	NA	NA	h-conclusion		none	0	0
DasPhi22	IST	IST22	B	Lloyd	25	19	139	42	0.5	conclusion		conclusion	0	0
DasPhi22	IST	IST22	B	Lloyd	26	15	89	27	39.3	conclusion		conclusion	0	0
MoldapAgu22	ICSE	ICSE22	B	Lloyd	1	28	208	58	3.2	background		background	0	0
MoldapAgu22	ICSE	ICSE22	B	Lloyd	2	46	313	89	-3.5	gap		gap	0	0
MoldapAgu22	ICSE	ICSE22	B	Lloyd	3	27	206	62	-14.8	objective		objective	0	0
MoldapAgu22	ICSE	ICSE22	B	Lloyd	4	2	16	5	-6.7	design		design	0	0
MoldapAgu22	ICSE	ICSE22	B	Lloyd	5	58	375	110	-12.5	design		design	0	0
MoldapAgu22	ICSE	ICSE22	B	Lloyd	6	23	194	58	-29.8	design		design	0	0
MoldapAgu22	ICSE	ICSE22	B	Lloyd	7	23	144	41	32.7	method		method	0	0
MoldapAgu22	ICSE	ICSE22	B	Lloyd	8	31	217	60	11.6	result	:i3	result	3	0
ZhoBoWu22	EMSE	EMSE22	B	Lloyd	1	17	119	35	15.4	background		background	0	0
ZhoBoWu22	EMSE	EMSE22	B	Lloyd	2	20	163	52	-33.4	gap		gap	0	0
ZhoBoWu22	EMSE	EMSE22	B	Lloyd	3	14	97	30	11.3	objective		objective	0	0
ZhoBoWu22	EMSE	EMSE22	B	Lloyd	4	12	93	30	-16.8	objective		objective	0	0
ZhoBoWu22	EMSE	EMSE22	B	Lloyd	5	25	156	46	25.8	design		design	0	0
ZhoBoWu22	EMSE	EMSE22	B	Lloyd	6	11.0	71.5	19.5	34.5	result	:i1	result	1	0
ZhoBoWu22	EMSE	EMSE22	B	Lloyd	6	11.0	71.5	19.5	34.5	method		method	0	0
ZhoBoWu22	EMSE	EMSE22	B	Lloyd	7	14	100	30	11.3	result		result	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	1	1	10	NA	NA	h-background		none	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	1	39	266	76	5.5	background		background	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	2	16	81	23	69.0	background		background	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	3	1	10	NA	NA	h-objective		none	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	3	28	152	48	37.4	objective		objective	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	4	28	171	48	33.4	objective		objective	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	5	1	10	NA	NA	h-method		none	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	5	42	273	78	9.7	method		method	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	6	1	10	NA	NA	h-result		none	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	6	16	112	40	-9.5	result	:i1	result	1	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	7	22	149	41	26.8	result	:i2	result	2	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	8	17	93	25	65.2	result	:i1:u1	result	1	1
MaeGalGor22	EMSE	EMSE22	B	Lloyd	9	1	10	NA	NA	h-conclusion		none	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	9	11.5	66.0	19.5	45.0	a-conclusion		conclusion	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	9	11.5	66.0	19.5	45.0	a-result		result	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	10	17	101	25	65.2	conclusion		conclusion	0	0
MaeGalGor22	EMSE	EMSE22	B	Lloyd	11	13	77	22	50.5	a-conclusion		conclusion	0	0
ZhaChePen22	ICSE	ICSE22	B	Lloyd	1	15	93	25	50.6	background		background	0	0
ZhaChePen22	ICSE	ICSE22	B	Lloyd	2	11	57	16	72.6	background		background	0	0
ZhaChePen22	ICSE	ICSE22	B	Lloyd	3	27	169	44	41.6	background		background	0	0
ZhaChePen22	ICSE	ICSE22	B	Lloyd	4	28	179	46	39.4	gap		gap	0	0
ZhaChePen22	ICSE	ICSE22	B	Lloyd	5	27	170	46	35.3	objective		objective	0	0
ZhaChePen22	ICSE	ICSE22	B	Lloyd	6	36	222	57	36.3	objective		objective	0	0
ZhaChePen22	ICSE	ICSE22	B	Lloyd	7	10.0	78.0	22.0	0.4	result	:i2	result	2	0
ZhaChePen22	ICSE	ICSE22	B	Lloyd	7	10.0	78.0	22.0	0.4	method		method	0	0
GueLarChe22	TSE	TSE22	B	Lloyd	1	11	83	23	18.8	background		background	0	0
GueLarChe22	TSE	TSE22	B	Lloyd	2	6	45	14	3.3	background		background	0	0
GueLarChe22	TSE	TSE22	B	Lloyd	3	27	184	52	16.5	background		background	0	0
GueLarChe22	TSE	TSE22	B	Lloyd	4	26	164	46	30.8	gap		gap	0	0
GueLarChe22	TSE	TSE22	B	Lloyd	5	17	123	35	15.4	gap		gap	0	0
GueLarChe22	TSE	TSE22	B	Lloyd	6	16	115	33	16.1	objective		objective	0	0
GueLarChe22	TSE	TSE22	B	Lloyd	7	23	152	43	25.3	objective		objective	0	0
GueLarChe22	TSE	TSE22	B	Lloyd	8	16.5	107.5	33.5	1.6	design		design	0	0
GueLarChe22	TSE	TSE22	B	Lloyd	8	16.5	107.5	33.5	1.6	result	:i2	result	2	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	1	22	145	39	34.5	background		background	0	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	2	39	275	77	0.2	background		background	0	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	3	37	241	70	9.2	objective		objective	0	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	4	31	220	67	-7.5	objective		objective	0	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	5	26	203	59	-11.5	design		design	0	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	6	40	263	73	11.8	method		method	0	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	7	39	302	85	-17.1	result	:i3	result	3	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	8	17.5	122.0	35.0	2.1	result	:i1	result	1	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	8	17.5	122.0	35.0	2.1	method		method	0	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	9	14.5	104.5	30.5	-0.6	result	:i1	result	1	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	9	14.5	104.5	30.5	-0.6	method		method	0	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	10	19.5	155.5	47.5	-38.8	result	:i1	result	1	0
ZhoCheHao22	TOSEM	TOSEM22	B	Lloyd	10	19.5	155.5	47.5	-38.8	method		method	0	0
BagKahBri22	TSE	TSE22	B	Lloyd	1	15	126	37	-17.1	background		background	0	0
BagKahBri22	TSE	TSE22	B	Lloyd	2	20	139	41	13.1	background		background	0	0
BagKahBri22	TSE	TSE22	B	Lloyd	3	35	223	60	26.3	background		background	0	0
BagKahBri22	TSE	TSE22	B	Lloyd	4	26	202	51	14.5	background		background	0	0
BagKahBri22	TSE	TSE22	B	Lloyd	5	34	220	62	18.1	objective		objective	0	0
BagKahBri22	TSE	TSE22	B	Lloyd	6	35	225	64	16.6	design		design	0	0
BagKahBri22	TSE	TSE22	B	Lloyd	7	34	220	68	3.1	design		design	0	0
BagKahBri22	TSE	TSE22	B	Lloyd	8	14.0	92.7	27.0	1.0	conclusion		conclusion	0	0
BagKahBri22	TSE	TSE22	B	Lloyd	8	14.0	92.7	27.0	1.0	result	:i2	result	2	0
BagKahBri22	TSE	TSE22	B	Lloyd	8	14.0	92.7	27.0	1.0	method	:i2	method	2	0
LeeShiNej22	EMSE	EMSE22	B	Lloyd	1	22	152	42	23.0	background		background	0	0
LeeShiNej22	EMSE	EMSE22	B	Lloyd	2	24	166	48	13.3	background		background	0	0
LeeShiNej22	EMSE	EMSE22	B	Lloyd	3	16	114	32	21.4	background		background	0	0
LeeShiNej22	EMSE	EMSE22	B	Lloyd	4	15	111	31	16.8	background		background	0	0
LeeShiNej22	EMSE	EMSE22	B	Lloyd	5	30	219	62	1.5	objective		objective	0	0
LeeShiNej22	EMSE	EMSE22	B	Lloyd	6	22	177	54	-23.1	design		design	0	0
LeeShiNej22	EMSE	EMSE22	B	Lloyd	7	18	119	33	33.5	method		method	0	0
LeeShiNej22	EMSE	EMSE22	B	Lloyd	8	22	167	46	7.6	result	:i2	result	2	0
LeeShiNej22	EMSE	EMSE22	B	Lloyd	9	26	174	48	24.3	result		result	0	0
GaoZhoXia22	TOSEM	TOSEM22	B	Lloyd	1	19	108	30	54.0	background		background	0	0
GaoZhoXia22	TOSEM	TOSEM22	B	Lloyd	2	30	189	57	15.6	background		background	0	0
GaoZhoXia22	TOSEM	TOSEM22	B	Lloyd	3	20	118	35	38.5	background		background	0	0
GaoZhoXia22	TOSEM	TOSEM22	B	Lloyd	4	34	245	74	-11.8	gap		gap	0	0
GaoZhoXia22	TOSEM	TOSEM22	B	Lloyd	5	23	163	47	10.6	objective		objective	0	0
GaoZhoXia22	TOSEM	TOSEM22	B	Lloyd	6	38	275	81	-12.1	design		design	0	0
GaoZhoXia22	TOSEM	TOSEM22	B	Lloyd	7	15.5	100.0	29.0	17.1	result	:i1	result	1	0
GaoZhoXia22	TOSEM	TOSEM22	B	Lloyd	7	15.5	100.0	29.0	17.1	method		method	0	0
KapSod22	TOSEM	TOSEM22	B	Lloyd	1	22	159	48	-0.1	background		background	0	0
KapSod22	TOSEM	TOSEM22	B	Lloyd	2	17	103	27	55.2	background		background	0	0
KapSod22	TOSEM	TOSEM22	B	Lloyd	3	12	70	20	53.7	gap		gap	0	0
KapSod22	TOSEM	TOSEM22	B	Lloyd	4	17	112	32	30.3	objective		objective	0	0
KapSod22	TOSEM	TOSEM22	B	Lloyd	5	57	412	122	-32.1	objective		objective	0	0
KapSod22	TOSEM	TOSEM22	B	Lloyd	6	23	162	48	6.9	design		design	0	0
KapSod22	TOSEM	TOSEM22	B	Lloyd	7	18	116	34	28.8	design		design	0	0
KapSod22	TOSEM	TOSEM22	B	Lloyd	8	28	189	52	21.3	result		result	0	0
KapSod22	TOSEM	TOSEM22	B	Lloyd	9	7	79	16	6.4	resourcepointer		_other	0	0
AniTreZai22	TSE	TSE22	B	Lloyd	1	24	142	37	52.1	background		background	0	0
AniTreZai22	TSE	TSE22	B	Lloyd	2	31	208	60	11.6	background		background	0	0
AniTreZai22	TSE	TSE22	B	Lloyd	3	23	179	53	-11.5	background		background	0	0
AniTreZai22	TSE	TSE22	B	Lloyd	4	12.5	92.0	25.0	12.3	objective		objective	0	0
AniTreZai22	TSE	TSE22	B	Lloyd	4	12.5	92.0	25.0	12.3	method		method	0	0
AniTreZai22	TSE	TSE22	B	Lloyd	5	17	111	28	50.2	method		method	0	0
AniTreZai22	TSE	TSE22	B	Lloyd	6	8	51	13	61.2	result		result	0	0
AniTreZai22	TSE	TSE22	B	Lloyd	7	13	88	25	30.9	result		result	0	0
AniTreZai22	TSE	TSE22	B	Lloyd	8	17	120	33	25.4	result		result	0	0
AniTreZai22	TSE	TSE22	B	Lloyd	9	12.5	77.5	20.0	46.1	a-fposs		Outlook	0	0
AniTreZai22	TSE	TSE22	B	Lloyd	9	12.5	77.5	20.0	46.1	a-result		result	0	0
BraZai22	EMSE	EMSE22	B	Lloyd	1	15	98	29	28.1	background		background	0	0
BraZai22	EMSE	EMSE22	B	Lloyd	2	21	149	41	20.3	background		background	0	0
BraZai22	EMSE	EMSE22	B	Lloyd	3	18	129	39	5.3	objective		objective	0	0
BraZai22	EMSE	EMSE22	B	Lloyd	4	36	247	72	1.1	design		design	0	0
BraZai22	EMSE	EMSE22	B	Lloyd	5	25	196	59	-18.2	method		method	0	0
BraZai22	EMSE	EMSE22	B	Lloyd	6	15	97	27	39.3	design		design	0	0
BraZai22	EMSE	EMSE22	B	Lloyd	7	15	113	33	5.5	design		design	0	0
BraZai22	EMSE	EMSE22	B	Lloyd	8	34	229	65	10.6	result		result	0	0
BriRouSei22	IST	IST22	B	Lloyd	1	13	89	26	24.4	background		background	0	0
BriRouSei22	IST	IST22	B	Lloyd	2	33	216	65	6.7	background		background	0	0
BriRouSei22	IST	IST22	B	Lloyd	3	28	196	53	18.3	background		background	0	0
BriRouSei22	IST	IST22	B	Lloyd	4	26	174	51	14.5	background		background	0	0
BriRouSei22	IST	IST22	B	Lloyd	5	22	137	37	42.2	background		background	0	0
BriRouSei22	IST	IST22	B	Lloyd	6	16	110	36	0.2	background		background	0	0
BriRouSei22	IST	IST22	B	Lloyd	7	23	122	35	54.8	background		background	0	0
BriRouSei22	IST	IST22	B	Lloyd	8	23	154	44	21.6	gap		gap	0	0
BriRouSei22	IST	IST22	B	Lloyd	9	26	185	56	-1.8	objective		objective	0	0
BriRouSei22	IST	IST22	B	Lloyd	10	26	182	54	4.7	design		design	0	0
BriRouSei22	IST	IST22	B	Lloyd	11	25	179	52	5.5	method		method	0	0
BriRouSei22	IST	IST22	B	Lloyd	12	16	118	36	0.2	result		result	0	0
AmrMaoSeg22	ICSE	ICSE22	B	Lloyd	1	18	136	40	0.6	background		background	0	0
AmrMaoSeg22	ICSE	ICSE22	B	Lloyd	2	23	147	41	32.7	background		background	0	0
AmrMaoSeg22	ICSE	ICSE22	B	Lloyd	3	10	66	19	35.9	objective		objective	0	0
AmrMaoSeg22	ICSE	ICSE22	B	Lloyd	4	26	187	55	1.5	objective		objective	0	0
AmrMaoSeg22	ICSE	ICSE22	B	Lloyd	5	23	145	42	29.0	design		design	0	0
AmrMaoSeg22	ICSE	ICSE22	B	Lloyd	6	9.0	62.0	19.0	10.0	design		design	0	0
AmrMaoSeg22	ICSE	ICSE22	B	Lloyd	6	9.0	62.0	19.0	10.0	method	:i1	method	1	0
AmrMaoSeg22	ICSE	ICSE22	B	Lloyd	7	11	79	26	-4.3	result	:i2	result	2	0
AmrMaoSeg22	ICSE	ICSE22	B	Lloyd	8	25	163	49	15.6	conclusion		conclusion	0	0
GiaMasMag22	TOSEM	TOSEM22	B	Lloyd	1	14	98	31	5.3	background		background	0	0
GiaMasMag22	TOSEM	TOSEM22	B	Lloyd	2	24	180	49	9.8	background		background	0	0
GiaMasMag22	TOSEM	TOSEM22	B	Lloyd	3	41	259	77	6.3	objective		objective	0	0
GiaMasMag22	TOSEM	TOSEM22	B	Lloyd	4	28	162	46	39.4	result		result	0	0
GiaMasMag22	TOSEM	TOSEM22	B	Lloyd	5	26	166	50	17.8	result		result	0	0
GiaMasMag22	TOSEM	TOSEM22	B	Lloyd	6	37	248	71	6.9	result		result	0	0
GiaMasMag22	TOSEM	TOSEM22	B	Lloyd	7	30	201	57	15.6	result		result	0	0
CasDeuGra22	IST	IST22	B	Lloyd	1	1	8	NA	NA	h-background		none	0	0
CasDeuGra22	IST	IST22	B	Lloyd	2	18	120	36	19.4	background		background	0	0
CasDeuGra22	IST	IST22	B	Lloyd	3	24	158	46	20.3	gap		gap	0	0
CasDeuGra22	IST	IST22	B	Lloyd	4	1	10	NA	NA	h-objective		none	0	0
CasDeuGra22	IST	IST22	B	Lloyd	5	32	240	75	-23.9	objective		objective	0	0
CasDeuGra22	IST	IST22	B	Lloyd	6	1	8	NA	NA	h-method		none	0	0
CasDeuGra22	IST	IST22	B	Lloyd	7	22	166	48	-0.1	design		design	0	0
CasDeuGra22	IST	IST22	B	Lloyd	8	16	108	31	26.7	design		design	0	0
CasDeuGra22	IST	IST22	B	Lloyd	9	23	158	45	18.0	design		design	0	0
CasDeuGra22	IST	IST22	B	Lloyd	10	17	103	32	30.3	method		method	0	0
CasDeuGra22	IST	IST22	B	Lloyd	11	1	8	NA	NA	h-result		none	0	0
CasDeuGra22	IST	IST22	B	Lloyd	12	22	168	44	15.3	result	:i2	result	2	0
CasDeuGra22	IST	IST22	B	Lloyd	13	17	119	35	15.4	result	:u1	result	0	1
CasDeuGra22	IST	IST22	B	Lloyd	14	1	12	NA	NA	h-conclusion		none	0	0
CasDeuGra22	IST	IST22	B	Lloyd	15	28	205	61	-5.9	conclusion		conclusion	0	0
YanHeXia22	IST	IST22	B	Lloyd	1	1	8	NA	NA	h-background		none	0	0
YanHeXia22	IST	IST22	B	Lloyd	2	17	122	32	30.3	background		background	0	0
